id,district,sq_mt_built,n_rooms,n_bathrooms,buy_price,buy_price_by_area
20838,Valdebernardo - Valderribas,100.0,2,2,264000,2640
20836,Casco Histórico de Vicálvaro,104.0,3,2,212000,2038
20834,Ambroz,100.0,3,3,269900,2699
20833,El Cañaveral - Los Berrocales,113.0,3,2,299999,2655
20832,Ambroz,65.0,3,1,135000,2077
20831,El Cañaveral - Los Berrocales,166.0,4,3,446000,2687
20830,El Cañaveral - Los Berrocales,173.0,4,3,465000,2688
20829,El Cañaveral - Los Berrocales,173.0,4,3,457000,2642
20828,Casco Histórico de Vicálvaro,71.0,2,1,165000,2324
20827,Valdebernardo - Valderribas,91.0,2,2,270000,2967
20826,El Cañaveral - Los Berrocales,94.0,2,2,221000,2351
20825,El Cañaveral - Los Berrocales,94.0,2,2,208000,2213
20824,El Cañaveral - Los Berrocales,94.0,2,2,211000,2245
20823,El Cañaveral - Los Berrocales,91.0,2,2,202000,2220
20822,El Cañaveral - Los Berrocales,94.0,2,2,240000,2553
20821,El Cañaveral - Los Berrocales,125.0,3,2,333000,2664
20820,Casco Histórico de Vicálvaro,60.0,2,1,135000,2250
20819,El Cañaveral - Los Berrocales,265.0,4,3,340870,1286
20818,El Cañaveral - Los Berrocales,265.0,4,3,340700,1286
20817,El Cañaveral - Los Berrocales,128.0,4,2,374000,2922
20816,El Cañaveral - Los Berrocales,88.0,2,2,222000,2523
20815,El Cañaveral - Los Berrocales,128.0,4,2,293000,2289
20814,El Cañaveral - Los Berrocales,102.0,3,2,284000,2784
20813,El Cañaveral - Los Berrocales,88.0,2,2,222000,2523
20812,El Cañaveral - Los Berrocales,109.0,3,2,321000,2945
20811,El Cañaveral - Los Berrocales,89.0,2,2,270500,3039
20810,El Cañaveral - Los Berrocales,90.0,2,2,217500,2417
20809,El Cañaveral - Los Berrocales,144.0,4,2,354500,2462
20808,El Cañaveral - Los Berrocales,107.0,3,2,253500,2369
20807,El Cañaveral - Los Berrocales,52.0,1,1,164500,3163
20806,El Cañaveral - Los Berrocales,159.0,4,2,396500,2494
20805,El Cañaveral - Los Berrocales,122.0,3,2,383500,3143
20804,El Cañaveral - Los Berrocales,105.0,3,2,260000,2476
20803,El Cañaveral - Los Berrocales,49.0,1,1,169500,3459
20802,El Cañaveral - Los Berrocales,84.0,2,2,227000,2702
20801,El Cañaveral - Los Berrocales,55.0,1,1,173800,3160
20800,El Cañaveral - Los Berrocales,107.0,3,2,265000,2477
20799,El Cañaveral - Los Berrocales,113.0,3,2,285000,2522
20798,El Cañaveral - Los Berrocales,113.0,3,2,277000,2451
20797,El Cañaveral - Los Berrocales,106.0,3,2,270000,2547
20796,El Cañaveral - Los Berrocales,117.0,3,2,283900,2426
20795,El Cañaveral - Los Berrocales,268.0,4,3,341767,1275
20794,El Cañaveral - Los Berrocales,98.0,2,2,323000,3296
20793,El Cañaveral - Los Berrocales,98.0,2,2,323000,3296
20792,El Cañaveral - Los Berrocales,95.0,2,2,346000,3642
20791,Vicálvaro,73.0,3,1,155000,2123
20790,El Cañaveral - Los Berrocales,166.0,4,3,446000,2687
20789,El Cañaveral - Los Berrocales,172.0,4,3,440000,2558
20788,El Cañaveral - Los Berrocales,173.0,4,3,465000,2688
20787,El Cañaveral - Los Berrocales,174.0,4,3,465000,2672
20786,El Cañaveral - Los Berrocales,87.0,3,2,198172,2278
20785,El Cañaveral - Los Berrocales,89.0,3,2,201373,2263
20784,Valdebernardo - Valderribas,160.0,4,3,460000,2875
20783,Valdebernardo - Valderribas,115.0,3,2,320000,2783
20782,Valdebernardo - Valderribas,75.0,3,2,260000,3467
20781,Casco Histórico de Vicálvaro,65.0,2,1,139950,2153
20777,El Cañaveral - Los Berrocales,125.0,3,2,354900,2839
20776,El Cañaveral - Los Berrocales,127.0,3,2,281900,2220
20775,El Cañaveral - Los Berrocales,125.0,3,2,402900,3223
20774,El Cañaveral - Los Berrocales,125.0,3,2,268900,2151
20773,El Cañaveral - Los Berrocales,105.0,2,2,287900,2742
20772,El Cañaveral - Los Berrocales,125.0,3,2,391000,3128
20771,El Cañaveral - Los Berrocales,124.0,3,2,369000,2976
20770,El Cañaveral - Los Berrocales,97.0,2,2,301000,3103
20769,El Cañaveral - Los Berrocales,97.0,2,2,299000,3082
20768,El Cañaveral - Los Berrocales,125.0,3,2,395000,3160
20767,El Cañaveral - Los Berrocales,101.0,2,2,336000,3327
20766,El Cañaveral - Los Berrocales,125.0,3,2,386000,3088
20765,El Cañaveral - Los Berrocales,121.0,3,2,380000,3140
20764,El Cañaveral - Los Berrocales,125.0,3,2,381000,3048
20763,El Cañaveral - Los Berrocales,96.0,2,2,319000,3323
20762,El Cañaveral - Los Berrocales,101.0,2,2,335000,3317
20761,El Cañaveral - Los Berrocales,125.0,3,2,393000,3144
20760,El Cañaveral - Los Berrocales,121.0,3,2,382000,3157
20759,El Cañaveral - Los Berrocales,97.0,2,2,290000,2990
20758,El Cañaveral - Los Berrocales,101.0,2,2,324000,3208
20757,El Cañaveral - Los Berrocales,125.0,3,2,389000,3112
20756,El Cañaveral - Los Berrocales,96.0,2,2,320000,3333
20755,El Cañaveral - Los Berrocales,97.0,2,2,296000,3052
20754,El Cañaveral - Los Berrocales,122.0,3,2,367000,3008
20753,El Cañaveral - Los Berrocales,111.0,2,2,272900,2459
20751,Casco Histórico de Vicálvaro,65.0,3,1,150000,2308
20750,Valdebernardo - Valderribas,149.0,3,2,299000,2007
20749,El Cañaveral - Los Berrocales,128.0,3,2,326000,2547
20748,Ambroz,172.0,3,2,300000,1744
20747,Ambroz,72.0,3,1,163000,2264
20746,El Cañaveral - Los Berrocales,120.0,3,2,248000,2067
20745,El Cañaveral - Los Berrocales,145.0,3,2,377000,2600
20744,El Cañaveral - Los Berrocales,91.0,2,2,233000,2560
20743,El Cañaveral - Los Berrocales,119.0,3,2,325000,2731
20741,Ambroz,63.0,3,1,144500,2294
20740,Valdebernardo - Valderribas,119.0,4,2,310000,2605
20739,Valdebernardo - Valderribas,172.0,4,2,459000,2669
20738,El Cañaveral - Los Berrocales,105.0,3,2,285500,2719
20737,Casco Histórico de Vicálvaro,96.0,3,2,245000,2552
20736,El Cañaveral - Los Berrocales,128.0,3,2,269900,2109
20735,El Cañaveral - Los Berrocales,158.0,4,3,410000,2595
20732,Casco Histórico de Vicálvaro,73.0,3,1,139000,1904
20731,Ambroz,74.0,2,1,160000,2162
20730,Ambroz,74.0,2,1,160000,2162
20729,Ambroz,62.0,2,1,140000,2258
20727,Casco Histórico de Vicálvaro,96.0,3,1,190000,1979
20725,Vicálvaro,82.0,2,2,196872,2401
20724,Vicálvaro,82.0,2,2,196872,2401
20723,Vicálvaro,76.0,2,2,182760,2405
20722,Vicálvaro,76.0,2,2,182760,2405
20721,Vicálvaro,84.0,2,1,200616,2388
20720,Vicálvaro,84.0,2,1,200616,2388
20719,Vicálvaro,64.0,3,1,138000,2156
20717,Casco Histórico de Vicálvaro,79.0,3,1,149000,1886
20715,Valdebernardo - Valderribas,78.0,2,2,253000,3244
20714,Ambroz,70.0,3,1,137900,1970
20713,El Cañaveral - Los Berrocales,84.0,2,2,219000,2607
20712,El Cañaveral - Los Berrocales,84.0,2,2,240000,2857
20711,Vicálvaro,160.0,3,2,347000,2169
20709,Casco Histórico de Vicálvaro,119.0,3,2,285000,2395
20708,El Cañaveral - Los Berrocales,111.0,3,2,282950,2549
20707,Casco Histórico de Vicálvaro,57.0,2,1,138000,2421
20704,Valdebernardo - Valderribas,112.0,3,2,375000,3348
20703,Valdebernardo - Valderribas,98.0,3,2,290000,2959
20702,Ambroz,85.0,3,1,135000,1588
20701,Casco Histórico de Vicálvaro,70.0,3,1,143000,2043
20699,Ambroz,125.0,3,1,225000,1800
20698,Casco Histórico de Vicálvaro,350.0,3,2,420000,1200
20697,Casco Histórico de Vicálvaro,40.0,1,1,135000,3375
20696,Valdebernardo - Valderribas,64.0,1,1,230000,3594
20695,Casco Histórico de Vicálvaro,180.0,6,2,210000,1167
20694,Vicálvaro,69.0,3,1,143000,2072
20693,Vicálvaro,84.0,2,1,200616,2388
20692,Casco Histórico de Vicálvaro,110.0,4,2,260000,2364
20691,Casco Histórico de Vicálvaro,70.0,3,1,169900,2427
20688,Valdebernardo - Valderribas,129.0,3,2,545000,4225
20687,Casco Histórico de Vicálvaro,92.0,3,1,175000,1902
20686,Ambroz,85.0,2,2,235000,2765
20684,El Cañaveral - Los Berrocales,130.0,4,2,410000,3154
20683,Ambroz,65.0,3,1,145000,2231
20682,Vicálvaro,106.0,2,2,264000,2491
20681,Valdebernardo - Valderribas,100.0,2,2,264000,2640
20679,Casco Histórico de Vicálvaro,81.0,4,2,260000,3210
20678,Ambroz,94.0,2,2,238000,2532
20677,Casco Histórico de Vicálvaro,95.0,4,2,210000,2211
20675,Valdebernardo - Valderribas,105.0,3,2,340000,3238
20673,Ambroz,63.0,3,1,147000,2333
20671,Casco Histórico de Vicálvaro,101.0,3,1,190000,1881
20670,El Cañaveral - Los Berrocales,110.0,2,2,248000,2255
20669,Valdebernardo - Valderribas,110.0,3,2,340000,3091
20668,Casco Histórico de Vicálvaro,50.0,1,1,220000,4400
20667,Valdebernardo - Valderribas,105.0,3,2,335000,3190
20666,El Cañaveral - Los Berrocales,109.0,3,2,315000,2890
20665,Valdebernardo - Valderribas,110.0,3,2,285000,2591
20664,Valdebernardo - Valderribas,110.0,3,2,285000,2591
20663,Ambroz,76.0,3,3,189000,2487
20661,Ambroz,53.0,3,1,147000,2774
20660,Casco Histórico de Vicálvaro,53.0,2,1,165000,3113
20659,Ambroz,53.0,3,1,147000,2774
20657,Ambroz,55.0,3,1,147000,2673
20655,Ambroz,172.0,3,2,300000,1744
20654,El Cañaveral - Los Berrocales,121.0,3,2,318000,2628
20653,El Cañaveral - Los Berrocales,110.0,3,2,280000,2545
20652,El Cañaveral - Los Berrocales,119.0,3,2,263000,2210
20651,El Cañaveral - Los Berrocales,122.0,3,2,333000,2730
20650,El Cañaveral - Los Berrocales,105.0,2,2,245000,2333
20649,El Cañaveral - Los Berrocales,119.0,2,2,271000,2277
20648,El Cañaveral - Los Berrocales,100.0,2,2,223000,2230
20647,El Cañaveral - Los Berrocales,121.0,3,2,254000,2099
20646,El Cañaveral - Los Berrocales,109.0,3,2,268000,2459
20645,El Cañaveral - Los Berrocales,90.0,2,2,231000,2567
20644,El Cañaveral - Los Berrocales,94.0,2,2,230000,2447
20643,Casco Histórico de Vicálvaro,70.0,2,1,145000,2071
20642,Valdebernardo - Valderribas,55.0,1,1,180000,3273
20639,Casco Histórico de Vicálvaro,58.0,2,1,155000,2672
20637,Valdebernardo - Valderribas,110.0,3,2,359000,3264
20636,El Cañaveral - Los Berrocales,126.0,3,2,374900,2975
20635,El Cañaveral - Los Berrocales,127.0,2,2,297900,2346
20634,El Cañaveral - Los Berrocales,125.0,3,2,402900,3223
20633,El Cañaveral - Los Berrocales,106.0,2,2,252900,2386
20632,El Cañaveral - Los Berrocales,126.0,3,2,268900,2134
20631,El Cañaveral - Los Berrocales,128.0,3,2,354900,2773
20630,El Cañaveral - Los Berrocales,125.0,3,2,402900,3223
20629,El Cañaveral - Los Berrocales,126.0,3,2,269900,2142
20628,El Cañaveral - Los Berrocales,153.0,3,2,487000,3183
20627,El Cañaveral - Los Berrocales,97.0,2,2,320000,3299
20626,El Cañaveral - Los Berrocales,97.0,2,2,319000,3289
20624,El Cañaveral - Los Berrocales,116.0,3,2,283190,2441
20622,El Cañaveral - Los Berrocales,149.0,4,3,353000,2369
20621,El Cañaveral - Los Berrocales,149.0,4,3,352000,2362
20620,El Cañaveral - Los Berrocales,248.0,4,3,348000,1403
20619,El Cañaveral - Los Berrocales,149.0,4,3,354000,2376
20618,El Cañaveral - Los Berrocales,101.0,3,2,228543,2263
20617,El Cañaveral - Los Berrocales,112.0,3,2,241000,2152
20616,El Cañaveral - Los Berrocales,306.0,4,3,417000,1363
20615,El Cañaveral - Los Berrocales,72.0,2,2,178000,2472
20614,El Cañaveral - Los Berrocales,140.0,4,3,274000,1957
20613,El Cañaveral - Los Berrocales,211.0,4,3,347300,1646
20612,El Cañaveral - Los Berrocales,290.0,4,3,378200,1304
20611,El Cañaveral - Los Berrocales,248.0,4,3,354100,1428
20610,El Cañaveral - Los Berrocales,248.0,4,3,353000,1423
20609,El Cañaveral - Los Berrocales,248.0,4,3,354000,1427
20605,El Cañaveral - Los Berrocales,102.0,3,2,228543,2241
20604,El Cañaveral - Los Berrocales,82.0,2,2,175624,2142
20603,El Cañaveral - Los Berrocales,102.0,2,2,233500,2289
20602,El Cañaveral - Los Berrocales,112.0,3,2,262500,2344
20601,El Cañaveral - Los Berrocales,115.0,3,2,255000,2217
20600,El Cañaveral - Los Berrocales,107.0,3,2,273000,2551
20599,Ambroz,61.0,3,1,147000,2410
20597,Vicálvaro,150.0,3,2,330000,2200
20596,El Cañaveral - Los Berrocales,125.0,3,2,393000,3144
20595,El Cañaveral - Los Berrocales,73.0,2,2,173000,2370
20594,El Cañaveral - Los Berrocales,185.0,4,3,310000,1676
20593,El Cañaveral - Los Berrocales,69.0,2,2,176000,2551
20592,El Cañaveral - Los Berrocales,76.0,2,2,183000,2408
20591,El Cañaveral - Los Berrocales,72.0,2,2,177000,2458
20590,El Cañaveral - Los Berrocales,140.0,4,3,274000,1957
20589,El Cañaveral - Los Berrocales,115.0,3,2,238000,2070
20588,El Cañaveral - Los Berrocales,106.0,3,2,255000,2406
20587,El Cañaveral - Los Berrocales,107.0,3,2,260000,2430
20586,El Cañaveral - Los Berrocales,107.0,3,2,238000,2224
20585,El Cañaveral - Los Berrocales,108.0,3,2,240000,2222
20584,El Cañaveral - Los Berrocales,108.0,3,2,257000,2380
20583,El Cañaveral - Los Berrocales,107.0,3,2,247000,2308
20582,El Cañaveral - Los Berrocales,107.0,3,2,256000,2393
20581,El Cañaveral - Los Berrocales,124.0,4,2,288881,2330
20580,El Cañaveral - Los Berrocales,155.0,4,2,349500,2255
20577,Ambroz,70.0,1,1,165500,2364
20576,Casco Histórico de Vicálvaro,350.0,3,2,420000,1200
20575,Valdebernardo - Valderribas,75.0,3,2,290000,3867
20574,Casco Histórico de Vicálvaro,313.0,4,3,600000,1917
20573,Valdebernardo - Valderribas,48.0,1,1,180000,3750
20572,Valdebernardo - Valderribas,42.0,1,1,160000,3810
20571,Valdebernardo - Valderribas,54.0,1,1,200000,3704
20570,Valdebernardo - Valderribas,41.0,1,1,160000,3902
20569,Valdebernardo - Valderribas,91.0,2,2,275000,3022
20568,El Cañaveral - Los Berrocales,94.0,2,2,195418,2079
20567,El Cañaveral - Los Berrocales,109.0,3,2,232833,2136
20566,El Cañaveral - Los Berrocales,104.0,2,2,237500,2284
20565,El Cañaveral - Los Berrocales,130.0,4,2,297500,2288
20564,El Cañaveral - Los Berrocales,115.0,3,2,265305,2307
20563,El Cañaveral - Los Berrocales,124.0,3,2,283498,2286
20562,El Cañaveral - Los Berrocales,124.0,3,2,281830,2273
20561,El Cañaveral - Los Berrocales,117.0,3,2,246810,2109
20560,El Cañaveral - Los Berrocales,117.0,3,2,246506,2107
20559,El Cañaveral - Los Berrocales,117.0,3,2,246506,2107
20558,El Cañaveral - Los Berrocales,117.0,3,2,270763,2314
20557,El Cañaveral - Los Berrocales,116.0,3,2,242413,2090
20556,El Cañaveral - Los Berrocales,81.0,3,2,266791,3294
20555,El Cañaveral - Los Berrocales,84.0,3,2,271542,3233
20554,El Cañaveral - Los Berrocales,84.0,3,2,272461,3244
20553,El Cañaveral - Los Berrocales,84.0,3,2,270622,3222
20552,El Cañaveral - Los Berrocales,84.0,3,2,270622,3222
20551,El Cañaveral - Los Berrocales,84.0,3,2,245797,2926
20550,El Cañaveral - Los Berrocales,165.0,4,3,420000,2545
20549,El Cañaveral - Los Berrocales,165.0,3,3,420000,2545
20548,El Cañaveral - Los Berrocales,78.0,2,2,171900,2204
20545,El Cañaveral - Los Berrocales,114.0,3,2,243457,2136
20544,Casco Histórico de Vicálvaro,166.0,3,3,485500,2925
20543,Casco Histórico de Vicálvaro,158.0,3,3,485500,3073
20542,Casco Histórico de Vicálvaro,154.0,3,3,495500,3218
20541,Casco Histórico de Vicálvaro,164.0,3,3,510500,3113
20540,Casco Histórico de Vicálvaro,168.0,3,3,495500,2949
20539,El Cañaveral - Los Berrocales,98.0,2,2,234458,2392
20538,El Cañaveral - Los Berrocales,144.0,2,2,265000,1840
20537,El Cañaveral - Los Berrocales,115.0,3,2,236000,2052
20536,El Cañaveral - Los Berrocales,193.0,4,3,440000,2280
20535,El Cañaveral - Los Berrocales,104.0,3,2,255720,2459
20534,El Cañaveral - Los Berrocales,112.0,3,2,290300,2592
20533,El Cañaveral - Los Berrocales,103.0,3,2,272000,2641
20532,El Cañaveral - Los Berrocales,99.0,2,2,242200,2446
20531,El Cañaveral - Los Berrocales,105.0,3,2,257720,2454
20530,El Cañaveral - Los Berrocales,103.0,2,2,253793,2464
20529,El Cañaveral - Los Berrocales,187.0,3,2,353600,1891
20528,El Cañaveral - Los Berrocales,139.0,3,2,318900,2294
20527,El Cañaveral - Los Berrocales,122.0,3,2,264100,2165
20526,El Cañaveral - Los Berrocales,122.0,3,2,348700,2858
20525,Vicálvaro,171.0,4,3,456900,2672
20524,Vicálvaro,122.0,3,2,321900,2639
20523,Vicálvaro,105.0,3,2,264900,2523
20522,Vicálvaro,106.0,3,2,268900,2537
20521,Ambroz,90.0,2,2,210000,2333
20520,Valdebernardo - Valderribas,90.0,2,1,260000,2889
20517,Vicálvaro,67.0,2,1,140000,2090
20516,Casco Histórico de Vicálvaro,85.0,3,1,194000,2282
20515,Ambroz,52.0,2,1,140000,2692
20514,Casco Histórico de Vicálvaro,90.0,3,1,145000,1611
20511,Casco Histórico de Vicálvaro,52.0,3,1,135000,2596
20510,El Cañaveral - Los Berrocales,113.0,3,2,218930,1937
20509,El Cañaveral - Los Berrocales,97.0,4,2,200265,2065
20508,Vicálvaro,88.0,3,2,290000,3295
20506,Vicálvaro,76.0,2,2,182760,2405
20505,Vicálvaro,79.0,2,1,194505,2462
20504,Vicálvaro,61.0,1,1,152068,2493
20503,Casco Histórico de Vicálvaro,100.0,3,1,189900,1899
20502,Vicálvaro,70.0,3,1,143000,2043
20500,El Cañaveral - Los Berrocales,127.0,2,2,290400,2287
20499,El Cañaveral - Los Berrocales,110.0,2,2,240300,2185
20498,El Cañaveral - Los Berrocales,96.0,2,2,219000,2281
20497,El Cañaveral - Los Berrocales,106.0,2,2,223500,2108
20496,El Cañaveral - Los Berrocales,106.0,2,2,266500,2514
20495,El Cañaveral - Los Berrocales,121.0,3,2,262000,2165
20494,El Cañaveral - Los Berrocales,91.0,2,2,223000,2451
20493,El Cañaveral - Los Berrocales,93.0,2,2,207000,2226
20492,El Cañaveral - Los Berrocales,105.0,2,2,266500,2538
20491,El Cañaveral - Los Berrocales,96.0,2,2,292000,3042
20490,El Cañaveral - Los Berrocales,121.0,3,2,273500,2260
20489,El Cañaveral - Los Berrocales,79.0,2,1,213900,2708
20488,El Cañaveral - Los Berrocales,106.0,2,2,274500,2590
20487,El Cañaveral - Los Berrocales,207.0,4,3,475200,2296
20486,El Cañaveral - Los Berrocales,204.0,4,3,470700,2307
20485,El Cañaveral - Los Berrocales,208.0,4,3,465000,2236
20484,El Cañaveral - Los Berrocales,204.0,4,3,458600,2248
20483,El Cañaveral - Los Berrocales,208.0,4,3,457800,2201
20482,El Cañaveral - Los Berrocales,264.0,4,3,487300,1846
20481,El Cañaveral - Los Berrocales,264.0,4,3,525100,1989
20480,Casco Histórico de Vicálvaro,80.0,2,2,359000,4488
20479,El Cañaveral - Los Berrocales,103.0,3,3,312778,3037
20478,El Cañaveral - Los Berrocales,106.0,3,2,321074,3029
20477,Ambroz,66.0,3,1,155000,2348
20476,Vicálvaro,111.0,2,2,269900,2432
20474,Casco Histórico de Vallecas,120.0,3,2,339700,2831
20473,Ensanche de Vallecas - La Gavia,161.0,3,2,300000,1863
20469,Villa de Vallecas,45.0,1,1,175000,3889
20468,Ensanche de Vallecas - La Gavia,57.0,1,1,168000,2947
20467,Casco Histórico de Vallecas,90.0,3,2,198000,2200
20466,Villa de Vallecas,54.0,1,1,157000,2907
20465,Casco Histórico de Vallecas,91.0,3,1,166000,1824
20464,Casco Histórico de Vallecas,82.0,3,1,159900,1950
20463,Santa Eugenia,103.0,3,2,250000,2427
20462,Casco Histórico de Vallecas,95.0,1,1,160800,1693
20461,Ensanche de Vallecas - La Gavia,114.0,3,2,350000,3070
20460,Ensanche de Vallecas - La Gavia,114.0,3,2,330000,2895
20459,Ensanche de Vallecas - La Gavia,95.0,3,2,289300,3045
20458,Santa Eugenia,119.0,3,2,310000,2605
20457,Santa Eugenia,101.0,3,2,215000,2129
20456,Ensanche de Vallecas - La Gavia,128.0,3,2,250000,1953
20454,Villa de Vallecas,95.0,2,2,247000,2600
20453,Ensanche de Vallecas - La Gavia,60.0,1,1,185000,3083
20452,Villa de Vallecas,75.0,3,1,152000,2027
20451,Ensanche de Vallecas - La Gavia,196.0,2,2,365000,1862
20449,Villa de Vallecas,78.0,3,1,164000,2103
20448,Villa de Vallecas,98.0,3,2,240000,2449
20447,Ensanche de Vallecas - La Gavia,152.0,3,2,249000,1638
20446,Casco Histórico de Vallecas,60.0,2,1,136900,2282
20445,Villa de Vallecas,79.0,2,2,195000,2468
20444,Villa de Vallecas,77.0,2,1,239900,3116
20443,Villa de Vallecas,118.0,4,2,305000,2585
20442,Ensanche de Vallecas - La Gavia,39.0,1,1,163000,4179
20439,Casco Histórico de Vallecas,84.0,1,1,153000,1821
20438,Ensanche de Vallecas - La Gavia,116.0,3,2,298000,2569
20437,Ensanche de Vallecas - La Gavia,99.0,2,2,295000,2980
20436,Ensanche de Vallecas - La Gavia,88.0,3,2,232000,2636
20435,Villa de Vallecas,37.0,1,1,178500,4824
20433,Villa de Vallecas,110.0,3,2,320000,2909
20432,Casco Histórico de Vallecas,69.0,2,1,179000,2594
20431,Casco Histórico de Vallecas,83.0,2,1,154000,1855
20430,Villa de Vallecas,87.0,2,2,195000,2241
20429,Ensanche de Vallecas - La Gavia,88.0,3,2,189800,2157
20428,Santa Eugenia,125.0,4,2,418000,3344
20427,Santa Eugenia,106.0,4,2,184000,1736
20426,Casco Histórico de Vallecas,82.0,3,1,139000,1695
20425,Casco Histórico de Vallecas,79.0,3,2,144000,1823
20423,Ensanche de Vallecas - La Gavia,92.0,2,2,229000,2489
20422,Villa de Vallecas,180.0,3,3,440000,2444
20421,Villa de Vallecas,95.0,2,2,257400,2709
20419,Ensanche de Vallecas - La Gavia,86.0,3,2,285900,3324
20418,Ensanche de Vallecas - La Gavia,109.0,3,2,349900,3210
20417,Ensanche de Vallecas - La Gavia,122.0,2,2,290900,2384
20416,Ensanche de Vallecas - La Gavia,170.0,4,2,493900,2905
20415,Ensanche de Vallecas - La Gavia,190.0,3,2,460900,2426
20414,Ensanche de Vallecas - La Gavia,79.0,2,2,247900,3138
20413,Ensanche de Vallecas - La Gavia,91.0,3,2,295900,3252
20412,Santa Eugenia,101.0,4,2,229000,2267
20411,Ensanche de Vallecas - La Gavia,120.0,3,2,395000,3292
20410,Ensanche de Vallecas - La Gavia,67.0,2,2,199000,2970
20409,Ensanche de Vallecas - La Gavia,67.0,2,2,199900,2984
20408,Ensanche de Vallecas - La Gavia,66.0,2,2,194900,2953
20407,Santa Eugenia,105.0,3,2,288549,2748
20406,Santa Eugenia,105.0,3,2,283614,2701
20405,Santa Eugenia,105.0,3,2,296411,2823
20404,Santa Eugenia,105.0,3,2,292730,2788
20403,Santa Eugenia,101.0,3,2,318617,3155
20402,Ensanche de Vallecas - La Gavia,60.0,2,1,149000,2483
